scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state,graph_size,scalability_episodes,scalability_seeds
noisy_untrusted_external,11,1,201,200,563,0.02800995024875622,5.601990049751244,0.03224680239605613,True,3.2838333333333334,4.0,201,1.0,6,0.03,0.005682972476886239,6,70,156,200,4,137,90,182,150,1,16,14,159,2,8,1,104,87,108,100,200,12,"7,11,13"
nominal,11,2,201,200,571,0.028407960199004975,5.681592039800995,0.026247108336660576,True,3.2904166666666668,4.0,201,1.0,7,0.035,0.006779358044606383,7,71,157,200,9,144,84,181,153,1,16,14,159,2,8,1,130,95,109,104,200,12,"7,11,13"
degraded_ego,11,2,201,200,564,0.028059701492537312,5.611940298507463,0.02246772022891426,True,3.2765833333333334,4.0,201,1.0,6,0.03,0.00533566769801399,6,70,156,200,9,138,81,190,146,1,16,14,159,2,8,1,111,89,112,97,200,12,"7,11,13"
ambiguous_local_context,11,2,201,200,572,0.02845771144278607,5.691542288557214,0.03712859832262817,True,3.3068333333333335,4.0,201,1.0,8,0.04,0.015096340176257413,8,72,158,200,13,136,82,190,151,1,16,14,159,2,8,1,120,95,109,87,200,12,"7,11,13"
noisy_untrusted_external,11,2,201,200,536,0.02666666666666667,5.333333333333333,0.03402901686483776,True,3.411,5.0,201,1.0,7,0.035,0.015272969652781566,7,71,157,200,7,142,76,174,137,1,16,14,159,2,8,1,123,87,104,100,200,12,"7,11,13"
nominal,11,3,201,200,559,0.02781094527363184,5.562189054726368,0.030941446613088404,True,3.3212083333333333,4.0,201,1.0,7,0.035,0.010099974056544015,7,71,157,200,8,141,79,193,138,1,16,14,159,2,8,1,134,94,117,98,200,12,"7,11,13"
degraded_ego,11,3,201,200,585,0.029104477611940297,5.82089552238806,0.026716815522785674,True,3.214125,4.0,201,1.0,6,0.03,0.005074846141087384,6,70,156,200,11,162,83,171,158,1,16,14,159,2,8,1,111,85,114,82,200,12,"7,11,13"
ambiguous_local_context,11,3,201,200,557,0.027711442786069653,5.54228855721393,0.02928862182593526,True,3.293,4.0,201,1.0,7,0.035,0.013997946144736324,7,71,157,200,7,137,85,176,152,1,16,14,159,2,8,1,114,88,118,99,200,12,"7,11,13"
noisy_untrusted_external,11,3,201,200,580,0.028855721393034824,5.7711442786069655,0.037438100870936686,True,3.261458333333333,4.0,201,1.0,7,0.035,0.010664096504878871,7,71,157,200,5,140,90,184,161,1,16,14,159,2,8,1,117,89,123,100,200,12,"7,11,13"
nominal,11,4,201,200,541,0.026915422885572138,5.383084577114428,0.03974392108720467,True,3.3452916666666668,4.0,201,1.0,6,0.03,0.010731985601656875,6,70,156,200,11,120,85,190,135,1,16,14,159,2,8,1,123,93,115,93,200,12,"7,11,13"
degraded_ego,11,4,201,200,541,0.026915422885572138,5.383084577114428,0.024939515984292105,True,3.3650416666666665,4.0,201,1.0,8,0.04,0.02166170905631708,8,72,158,200,8,148,75,176,134,1,16,14,159,2,8,1,126,85,114,94,200,12,"7,11,13"
ambiguous_local_context,11,4,201,200,558,0.027761194029850746,5.552238805970149,0.035011682948469604,True,3.30725,4.0,201,1.0,5,0.025,0.004901835282650416,5,69,155,200,11,132,75,181,159,1,16,14,159,2,8,1,114,84,107,95,200,12,"7,11,13"
noisy_untrusted_external,11,4,201,200,573,0.028507462686567165,5.701492537313433,0.03240294807458986,True,3.302125,4.0,201,1.0,8,0.04,0.017032648710465458,8,72,158,200,11,136,86,191,149,1,16,14,159,2,8,1,125,98,119,102,200,12,"7,11,13"
nominal,11,5,201,200,550,0.02736318407960199,5.472636815920398,0.03317608317608318,True,3.3164166666666666,4.0,201,1.0,7,0.035,0.015024334109602749,7,71,157,200,5,130,94,194,127,1,16,14,159,2,8,1,108,98,108,97,200,12,"7,11,13"
degraded_ego,11,5,201,200,555,0.027611940298507463,5.522388059701493,0.026330883047300958,True,3.3459583333333334,4.0,201,1.0,7,0.035,0.010801811562930584,7,71,157,200,10,133,72,191,149,1,16,14,159,2,8,1,121,100,112,106,200,12,"7,11,13"
ambiguous_local_context,11,5,201,200,570,0.028358208955223882,5.6716417910447765,0.035831553742001504,True,3.265416666666667,4.0,201,1.0,6,0.03,0.008224713621438747,6,70,156,200,4,126,83,171,186,1,16,14,159,2,8,1,115,82,119,94,200,12,"7,11,13"
noisy_untrusted_external,11,5,201,200,599,0.029800995024875623,5.960199004975125,0.03083083306963904,True,3.1959583333333335,4.0,201,1.0,8,0.04,0.01325194752020051,8,72,158,200,8,146,87,197,161,1,16,14,159,2,8,1,113,92,114,98,200,12,"7,11,13"
nominal,11,6,201,200,583,0.02900497512437811,5.800995024875622,0.03379782185752335,True,3.235333333333333,4.0,201,1.0,8,0.04,0.015118279216139379,8,72,158,200,9,137,89,193,155,1,16,14,159,2,8,1,117,94,106,104,200,12,"7,11,13"
degraded_ego,11,6,201,200,551,0.027412935323383084,5.482587064676617,0.027201212275839142,True,3.338416666666667,4.0,201,1.0,6,0.03,0.0062311711311152755,6,70,156,200,11,126,82,194,138,1,16,14,159,2,8,1,120,100,119,92,200,12,"7,11,13"
ambiguous_local_context,11,6,201,200,550,0.02736318407960199,5.472636815920398,0.024243674090030542,True,3.305,4.0,201,1.0,5,0.025,0.005825096659251546,5,69,155,200,9,148,69,170,154,1,16,14,159,2,8,1,111,97,111,104,200,12,"7,11,13"
noisy_untrusted_external,11,6,201,200,540,0.026865671641791045,5.373134328358209,0.03076464718255763,True,3.3560416666666666,4.0,201,1.0,8,0.04,0.012873492171365337,8,72,158,200,9,146,73,156,156,1,16,14,159,2,8,1,109,90,120,90,200,12,"7,11,13"
nominal,11,7,201,200,556,0.027661691542288556,5.532338308457711,0.03072505162057401,True,3.345458333333333,4.0,201,1.0,7,0.035,0.008327231923372412,7,71,157,200,10,135,74,179,158,1,16,14,159,2,8,1,119,85,114,98,200,12,"7,11,13"
degraded_ego,11,7,201,200,552,0.02746268656716418,5.492537313432836,0.024287045182567572,True,3.349,4.0,201,1.0,6,0.03,0.004822817967779334,6,70,156,200,4,131,83,181,153,1,16,14,159,2,8,1,115,92,111,89,200,12,"7,11,13"
ambiguous_local_context,11,7,201,200,545,0.027114427860696518,5.422885572139304,0.02715703312718238,True,3.355958333333333,4.0,201,1.0,8,0.04,0.016617625458129878,8,72,158,200,7,137,73,182,146,1,16,14,159,2,8,1,115,94,110,111,200,12,"7,11,13"
noisy_untrusted_external,11,7,201,200,612,0.03044776119402985,6.08955223880597,0.05145375985217028,True,3.18375,4.0,201,1.0,5,0.025,0.0027240922819381703,5,69,155,200,9,143,87,195,178,1,16,14,159,2,8,1,110,87,115,92,200,12,"7,11,13"
nominal,11,8,201,200,547,0.027213930348258707,5.442786069651741,0.02800639350244267,True,3.3037083333333332,4.0,201,1.0,5,0.025,0.00881094401015349,5,69,155,200,6,123,63,198,157,1,16,14,159,2,8,1,110,86,115,105,200,12,"7,11,13"
degraded_ego,11,8,201,200,561,0.02791044776119403,5.582089552238806,0.030406534320401513,True,3.240666666666667,4.0,201,1.0,5,0.025,0.003932745171216701,5,69,155,200,7,131,80,195,148,1,16,14,159,2,8,1,116,83,111,97,200,12,"7,11,13"
ambiguous_local_context,11,8,201,200,580,0.028855721393034824,5.7711442786069655,0.0309053301590615,True,3.1910833333333333,4.0,201,1.0,8,0.04,0.012968206467498614,8,72,158,200,6,142,74,199,159,1,16,14,159,2,8,1,107,97,114,93,200,12,"7,11,13"
noisy_untrusted_external,11,8,201,200,574,0.028557213930348258,5.711442786069652,0.04173540666077979,True,3.228875,4.0,201,1.0,8,0.04,0.015020230586021876,8,72,158,200,6,140,79,206,143,1,16,14,159,2,8,1,115,96,104,96,200,12,"7,11,13"
nominal,11,9,201,200,562,0.027960199004975126,5.592039800995025,0.028366492545597023,True,3.3187083333333334,4.0,201,1.0,8,0.04,0.014246608402900904,8,72,158,200,8,151,82,188,133,1,16,14,159,2,8,1,109,101,100,96,200,12,"7,11,13"
degraded_ego,11,9,201,200,576,0.028656716417910448,5.731343283582089,0.030665078426272453,True,3.2487916666666665,4.0,201,1.0,7,0.035,0.013514061958915772,7,71,157,200,12,134,88,201,141,1,16,14,159,2,8,1,115,100,116,97,200,12,"7,11,13"
ambiguous_local_context,11,9,201,200,576,0.028656716417910448,5.731343283582089,0.045081866723657764,True,3.28425,4.0,201,1.0,7,0.035,0.010114532900925123,7,71,157,200,10,120,76,225,145,1,16,14,159,2,8,1,101,96,118,96,200,12,"7,11,13"
noisy_untrusted_external,11,9,201,200,543,0.027014925373134328,5.402985074626866,0.029910651886299964,True,3.3605,4.0,201,1.0,5,0.025,0.005525188221539049,5,69,155,200,9,151,76,168,139,1,16,14,159,2,8,1,116,93,108,94,200,12,"7,11,13"
nominal,11,10,201,200,560,0.027860696517412936,5.5721393034825875,0.023032964824009603,True,3.286875,4.0,201,1.0,8,0.04,0.014992312898150863,8,72,158,200,7,116,99,189,149,1,16,14,159,2,8,1,113,93,109,97,200,12,"7,11,13"
degraded_ego,11,10,201,200,582,0.028955223880597014,5.791044776119403,0.03357847447884876,True,3.2135833333333332,4.0,201,1.0,5,0.025,0.002778593790769251,5,69,155,200,7,161,74,171,169,1,16,14,159,2,8,1,120,98,127,93,200,12,"7,11,13"
ambiguous_local_context,11,10,201,200,593,0.029502487562189053,5.900497512437811,0.03482390938492782,True,3.190625,4.0,201,1.0,6,0.03,0.0038877625366459906,6,70,156,200,8,136,90,202,157,1,16,14,159,2,8,1,116,85,120,99,200,12,"7,11,13"
noisy_untrusted_external,11,10,201,200,580,0.028855721393034824,5.7711442786069655,0.033376104271626655,True,3.255916666666667,4.0,201,1.0,7,0.035,0.006762938243064513,7,71,157,200,6,151,86,187,150,1,16,14,159,2,8,1,122,86,116,92,200,12,"7,11,13"
nominal,11,11,201,200,561,0.02791044776119403,5.582089552238806,0.028902146856492773,True,3.287875,4.0,201,1.0,5,0.025,0.00416767815709074,5,69,155,200,5,127,67,184,178,1,16,14,159,2,8,1,114,83,109,106,200,12,"7,11,13"
degraded_ego,11,11,201,200,590,0.02935323383084577,5.870646766169155,0.035865261457886564,True,3.205208333333333,4.0,201,1.0,6,0.03,0.006328248186126382,6,70,156,200,6,126,89,194,175,1,16,14,159,2,8,1,110,82,124,100,200,12,"7,11,13"
ambiguous_local_context,11,11,201,200,527,0.026218905472636816,5.243781094527363,0.028368577249174264,True,3.3939583333333334,5.0,201,1.0,5,0.025,0.00999556887820104,5,69,155,200,5,126,83,185,128,1,16,14,159,2,8,1,122,97,110,98,200,12,"7,11,13"
noisy_untrusted_external,11,11,201,200,562,0.027960199004975126,5.592039800995025,0.029953407565347864,True,3.30275,4.0,201,1.0,8,0.04,0.01753805038354498,8,72,158,200,8,145,81,182,146,1,16,14,159,2,8,1,120,97,123,90,200,12,"7,11,13"
nominal,13,0,201,200,548,0.0272636815920398,5.45273631840796,0.03357672958199736,True,3.3339583333333334,4.0,201,1.0,5,0.025,0.00467095367386205,5,69,155,200,8,123,75,199,143,1,16,14,159,2,8,1,117,86,103,103,200,12,"7,11,13"
degraded_ego,13,0,201,200,556,0.027661691542288556,5.532338308457711,0.024637634339126874,True,3.3620833333333335,4.0,201,1.0,8,0.04,0.011484549564096273,8,72,158,200,6,148,70,183,149,1,16,14,159,2,8,1,114,90,124,97,200,12,"7,11,13"
ambiguous_local_context,13,0,201,200,584,0.029054726368159204,5.810945273631841,0.039842992828067456,True,3.297625,4.0,201,1.0,8,0.04,0.011549925926886783,8,72,158,200,11,143,86,191,153,1,16,14,159,2,8,1,115,96,114,96,200,12,"7,11,13"
noisy_untrusted_external,13,0,201,200,541,0.026915422885572138,5.383084577114428,0.03299307105277254,True,3.39575,4.0,201,1.0,7,0.035,0.012847016315288503,7,71,157,200,8,132,72,185,144,1,16,14,159,2,8,1,115,93,103,94,200,12,"7,11,13"
nominal,13,1,201,200,583,0.02900497512437811,5.800995024875622,0.030319901215423602,True,3.254125,4.0,201,1.0,6,0.03,0.00582712693734546,6,70,156,200,7,158,84,197,137,1,16,14,159,2,8,1,113,93,117,78,200,12,"7,11,13"
degraded_ego,13,1,201,200,574,0.028557213930348258,5.711442786069652,0.0335717902882082,True,3.3419583333333334,5.0,201,1.0,6,0.03,0.005980137710977573,6,70,156,200,6,139,80,214,135,1,16,14,159,2,8,1,116,93,113,100,200,12,"7,11,13"
ambiguous_local_context,13,1,201,200,561,0.02791044776119403,5.582089552238806,0.021024028486715054,True,3.337,4.0,201,1.0,8,0.04,0.014158207085351402,8,72,158,200,8,153,86,177,137,1,16,14,159,2,8,1,120,95,108,96,200,12,"7,11,13"
noisy_untrusted_external,13,1,201,200,562,0.027960199004975126,5.592039800995025,0.038901752817468355,True,3.2783333333333333,4.0,201,1.0,5,0.025,0.003045021218386305,5,69,155,200,10,140,69,199,144,1,16,14,159,2,8,1,104,98,115,101,200,12,"7,11,13"
nominal,13,2,201,200,597,0.029701492537313433,5.940298507462686,0.03352236486564845,True,3.234541666666667,4.0,201,1.0,7,0.035,0.006682737639827483,7,71,157,200,7,146,92,192,160,1,16,14,159,2,8,1,120,91,112,107,200,12,"7,11,13"
degraded_ego,13,2,201,200,536,0.02666666666666667,5.333333333333333,0.021412059471760964,True,3.410791666666667,5.0,201,1.0,8,0.04,0.015769531551261855,8,72,158,200,9,125,77,159,166,1,16,14,159,2,8,1,115,91,113,88,200,12,"7,11,13"
ambiguous_local_context,13,2,201,200,560,0.027860696517412936,5.5721393034825875,0.04894566461730641,True,3.324,4.0,201,1.0,6,0.03,0.005387909038513302,6,70,156,200,11,150,86,167,146,1,16,14,159,2,8,1,120,84,115,82,200,12,"7,11,13"
noisy_untrusted_external,13,2,201,200,558,0.027761194029850746,5.552238805970149,0.022687980896936123,True,3.288666666666667,4.0,201,1.0,8,0.04,0.012420959573121315,8,72,158,200,10,118,82,200,148,1,16,14,159,2,8,1,116,92,119,95,200,12,"7,11,13"
nominal,13,3,201,200,566,0.028159203980099502,5.6318407960199,0.038846891085697055,True,3.2724583333333332,4.0,201,1.0,7,0.035,0.009904256999828873,7,71,157,200,9,120,77,207,153,1,16,14,159,2,8,1,108,88,116,108,200,12,"7,11,13"
degraded_ego,13,3,201,200,558,0.027761194029850746,5.552238805970149,0.02559629425301067,True,3.3048333333333333,4.0,201,1.0,8,0.04,0.014765616472182524,8,72,158,200,9,136,76,172,165,1,16,14,159,2,8,1,116,93,122,88,200,12,"7,11,13"
ambiguous_local_context,13,3,201,200,564,0.028059701492537312,5.611940298507463,0.02799935569909231,True,3.2952083333333335,4.0,201,1.0,6,0.03,0.00607803041670974,6,70,156,200,9,133,80,192,150,1,16,14,159,2,8,1,135,89,113,102,200,12,"7,11,13"
noisy_untrusted_external,13,3,201,200,561,0.02791044776119403,5.582089552238806,0.033261017589375795,True,3.316291666666667,4.0,201,1.0,7,0.035,0.008254074294475913,7,71,157,200,8,136,85,189,143,1,16,14,159,2,8,1,106,92,104,99,200,12,"7,11,13"
nominal,13,4,201,200,587,0.029203980099502487,5.840796019900497,0.0372986880449567,True,3.2156666666666665,4.0,201,1.0,8,0.04,0.011675454324656703,8,72,158,200,13,152,88,193,141,1,16,14,159,2,8,1,115,101,122,104,200,12,"7,11,13"
degraded_ego,13,4,201,200,559,0.02781094527363184,5.562189054726368,0.031286886137632405,True,3.301041666666667,4.0,201,1.0,7,0.035,0.0075065898209560515,7,71,157,200,11,125,96,181,146,1,16,14,159,2,8,1,119,98,114,93,200,12,"7,11,13"
ambiguous_local_context,13,4,201,200,572,0.02845771144278607,5.691542288557214,0.03284434081185618,True,3.2645,4.0,201,1.0,5,0.025,0.0030721516826130936,5,69,155,200,7,141,80,171,173,1,16,14,159,2,8,1,123,94,123,91,200,12,"7,11,13"
noisy_untrusted_external,13,4,201,200,554,0.027562189054726367,5.512437810945274,0.03336804644969702,True,3.296875,4.0,201,1.0,5,0.025,0.005453652445825981,5,69,155,200,10,138,81,182,143,1,16,14,159,2,8,1,123,93,112,91,200,12,"7,11,13"
nominal,13,5,201,200,563,0.02800995024875622,5.601990049751244,0.027021320304902393,True,3.2723333333333335,4.0,201,1.0,6,0.03,0.00956336741139574,6,70,156,200,9,140,73,175,166,1,16,14,159,2,8,1,105,86,106,102,200,12,"7,11,13"
degraded_ego,13,5,201,200,552,0.02746268656716418,5.492537313432836,0.0357316536421014,True,3.2845833333333334,4.0,201,1.0,6,0.03,0.006702159596427841,6,70,156,200,9,147,82,181,133,1,16,14,159,2,8,1,119,97,117,99,200,12,"7,11,13"
ambiguous_local_context,13,5,201,200,554,0.027562189054726367,5.512437810945274,0.022810274302811614,True,3.3461666666666665,4.0,201,1.0,8,0.04,0.01626998484159229,8,72,158,200,3,134,87,175,155,1,16,14,159,2,8,1,123,95,111,112,200,12,"7,11,13"
noisy_untrusted_external,13,5,201,200,573,0.028507462686567165,5.701492537313433,0.023092786152487645,True,3.2644583333333332,4.0,201,1.0,6,0.03,0.005511921629099093,6,70,156,200,11,143,81,190,148,1,16,14,159,2,8,1,111,100,122,99,200,12,"7,11,13"
nominal,13,6,201,200,545,0.027114427860696518,5.422885572139304,0.024699236639535146,True,3.3389583333333333,4.0,201,1.0,8,0.04,0.011148546232261967,8,72,158,200,7,116,77,199,146,1,16,14,159,2,8,1,117,103,120,91,200,12,"7,11,13"
degraded_ego,13,6,201,200,582,0.028955223880597014,5.791044776119403,0.04423290915828229,True,3.23425,4.0,201,1.0,7,0.035,0.008844242113506791,7,71,157,200,9,149,80,173,171,1,16,14,159,2,8,1,115,90,127,92,200,12,"7,11,13"
ambiguous_local_context,13,6,201,200,546,0.02716417910447761,5.432835820895522,0.02497612945374139,True,3.3659166666666667,4.0,201,1.0,8,0.04,0.01257427586000216,8,72,158,200,9,139,74,188,136,1,16,14,159,2,8,1,116,88,122,106,200,12,"7,11,13"
noisy_untrusted_external,13,6,201,200,579,0.02880597014925373,5.7611940298507465,0.024071837504673323,True,3.205041666666667,4.0,201,1.0,7,0.035,0.009486641512664326,7,71,157,200,9,145,77,209,139,1,16,14,159,2,8,1,115,84,112,98,200,12,"7,11,13"
nominal,13,7,201,200,577,0.02870646766169154,5.741293532338308,0.028219486428441652,True,3.234541666666667,4.0,201,1.0,8,0.04,0.00939402407657825,8,72,158,200,5,145,84,200,143,1,16,14,159,2,8,1,113,81,115,99,200,12,"7,11,13"
degraded_ego,13,7,201,200,559,0.02781094527363184,5.562189054726368,0.02290884902825201,True,3.2632083333333335,4.0,201,1.0,8,0.04,0.0131429131583713,8,72,158,200,5,148,85,181,140,1,16,14,159,2,8,1,109,97,113,101,200,12,"7,11,13"
ambiguous_local_context,13,7,201,200,562,0.027960199004975126,5.592039800995025,0.031455388171806084,True,3.26725,4.0,201,1.0,8,0.04,0.012238936040958152,8,72,158,200,7,126,90,187,152,1,16,14,159,2,8,1,118,99,107,105,200,12,"7,11,13"
noisy_untrusted_external,13,7,201,200,572,0.02845771144278607,5.691542288557214,0.029465370221342678,True,3.257833333333333,4.0,201,1.0,5,0.025,0.003097970366091498,5,69,155,200,9,130,82,209,142,1,16,14,159,2,8,1,110,97,115,110,200,12,"7,11,13"
nominal,13,8,201,200,570,0.028358208955223882,5.6716417910447765,0.02664132440251843,True,3.2368333333333332,4.0,201,1.0,8,0.04,0.014853302363667963,8,72,158,200,11,154,77,175,153,1,16,14,159,2,8,1,117,93,111,99,200,12,"7,11,13"
degraded_ego,13,8,201,200,543,0.027014925373134328,5.402985074626866,0.0455778699066902,True,3.3262916666666666,4.0,201,1.0,5,0.025,0.003994138554135868,5,69,155,200,5,142,75,168,153,1,16,14,159,2,8,1,112,96,125,95,200,12,"7,11,13"
ambiguous_local_context,13,8,201,200,567,0.028208955223880595,5.641791044776119,0.03378037596650415,True,3.270625,4.0,201,1.0,6,0.03,0.004861816660682843,6,70,156,200,7,154,81,188,137,1,16,14,159,2,8,1,119,92,105,90,200,12,"7,11,13"
noisy_untrusted_external,13,8,201,200,551,0.027412935323383084,5.482587064676617,0.03444626131193295,True,3.294583333333333,4.0,201,1.0,6,0.03,0.008328905248913469,6,70,156,200,8,134,84,175,150,1,16,14,159,2,8,1,115,83,107,98,200,12,"7,11,13"
nominal,13,9,201,200,543,0.027014925373134328,5.402985074626866,0.03717453895241428,True,3.357666666666667,4.0,201,1.0,5,0.025,0.005855554727386544,5,69,155,200,8,131,64,198,142,1,16,14,159,2,8,1,111,102,110,99,200,12,"7,11,13"
degraded_ego,13,9,201,200,580,0.028855721393034824,5.7711442786069655,0.03710380277544457,True,3.242875,4.0,201,1.0,8,0.04,0.011068387958175415,8,72,158,200,10,144,84,184,158,1,16,14,159,2,8,1,116,93,109,103,200,12,"7,11,13"
ambiguous_local_context,13,9,201,200,555,0.027611940298507463,5.522388059701493,0.027520668938579382,True,3.265875,4.0,201,1.0,5,0.025,0.005793921360793003,5,69,155,200,6,136,75,191,147,1,16,14,159,2,8,1,111,87,106,102,200,12,"7,11,13"
noisy_untrusted_external,13,9,201,200,548,0.0272636815920398,5.45273631840796,0.02110120393702483,True,3.3364583333333333,4.0,201,1.0,6,0.03,0.006342022637109347,6,70,156,200,5,137,88,184,134,1,16,14,159,2,8,1,106,84,114,115,200,12,"7,11,13"
nominal,13,10,201,200,552,0.02746268656716418,5.492537313432836,0.043379911013107265,True,3.29475,4.0,201,1.0,5,0.025,0.004996876098669078,5,69,155,200,13,125,74,193,147,1,16,14,159,2,8,1,122,95,105,103,200,12,"7,11,13"
degraded_ego,13,10,201,200,542,0.026965174129353234,5.393034825870647,0.03360017539122016,True,3.336375,4.0,201,1.0,7,0.035,0.012328283214096025,7,71,157,200,6,132,67,192,145,1,16,14,159,2,8,1,103,94,120,105,200,12,"7,11,13"
ambiguous_local_context,13,10,201,200,543,0.027014925373134328,5.402985074626866,0.04235517433498118,True,3.312625,4.0,201,1.0,5,0.025,0.004426961194975958,5,69,155,200,15,123,80,185,140,1,16,14,159,2,8,1,120,89,113,91,200,12,"7,11,13"
noisy_untrusted_external,13,10,201,200,541,0.026915422885572138,5.383084577114428,0.01925457074710806,True,3.2980833333333335,4.0,201,1.0,6,0.03,0.007634824056654417,6,70,156,200,4,121,92,168,156,1,16,14,159,2,8,1,124,88,109,103,200,12,"7,11,13"
nominal,13,11,201,200,565,0.02810945273631841,5.621890547263682,0.0317219264980459,True,3.2448333333333332,4.0,201,1.0,6,0.03,0.00625150958883327,6,70,156,200,12,130,86,200,137,1,16,14,159,2,8,1,115,96,117,89,200,12,"7,11,13"
degraded_ego,13,11,201,200,568,0.028258706467661692,5.651741293532338,0.026718914032346868,True,3.237875,4.0,201,1.0,8,0.04,0.01308332726200622,8,72,158,200,7,146,75,179,161,1,16,14,159,2,8,1,111,100,109,99,200,12,"7,11,13"
ambiguous_local_context,13,11,201,200,567,0.028208955223880595,5.641791044776119,0.04644166274982781,True,3.279125,4.0,201,1.0,5,0.025,0.002221628110655272,5,69,155,200,9,130,71,194,163,1,16,14,159,2,8,1,117,97,116,103,200,12,"7,11,13"
noisy_untrusted_external,13,11,201,200,563,0.02800995024875622,5.601990049751244,0.029241102441278033,True,3.2852916666666667,4.0,201,1.0,5,0.025,0.0018833795880832298,5,69,155,200,8,136,76,193,150,1,16,14,159,2,8,1,105,95,116,96,200,12,"7,11,13"
nominal,7,0,801,800,14252,0.04448189762796504,35.585518102372035,0.05160584916560539,True,2.17928125,3.0,801,1.0,5,0.00625,3.34285378090134e-07,5,261,605,800,378,4832,2564,4472,2006,1,16,14,759,2,8,1,429,419,423,444,800,12,"7,11,13"
degraded_ego,7,0,801,800,14201,0.0443227215980025,35.458177278402,0.050562224835908165,True,2.1820208333333335,3.0,801,1.0,7,0.00875,1.082785932105943e-06,7,263,607,800,382,4804,2568,4398,2049,1,16,14,759,2,8,1,437,423,427,430,800,12,"7,11,13"
ambiguous_local_context,7,0,801,800,14189,0.044285268414481896,35.42821473158552,0.0526729001546319,True,2.1770833333333335,3.0,801,1.0,7,0.00875,5.017265312183535e-07,7,263,607,800,387,4754,2576,4499,1973,1,16,14,759,2,8,1,455,427,456,417,800,12,"7,11,13"
noisy_untrusted_external,7,0,801,800,14127,0.04409176029962547,35.27340823970037,0.05082865086482688,True,2.188,3.0,801,1.0,6,0.0075,5.800187771611585e-07,6,262,606,800,396,4679,2606,4449,1997,1,16,14,759,2,8,1,434,418,455,422,800,12,"7,11,13"
nominal,7,1,801,800,14157,0.044185393258426964,35.348314606741575,0.05157089710935085,True,2.171614583333333,3.0,801,1.0,6,0.0075,5.698828084072837e-07,6,262,606,800,386,4727,2631,4467,1946,1,16,14,759,2,8,1,434,418,437,440,800,12,"7,11,13"
degraded_ego,7,1,801,800,14237,0.044435081148564294,35.54806491885144,0.051830690474467124,True,2.1573333333333333,3.0,801,1.0,8,0.01,2.1745987576922457e-06,8,264,608,800,378,4789,2577,4548,1945,1,16,14,759,2,8,1,436,441,465,416,800,12,"7,11,13"
ambiguous_local_context,7,1,801,800,14184,0.04426966292134831,35.41573033707865,0.051495034968702676,True,2.16190625,3.0,801,1.0,5,0.00625,5.380091436815326e-07,5,261,605,800,409,4816,2574,4424,1961,1,16,14,759,2,8,1,449,398,414,427,800,12,"7,11,13"
noisy_untrusted_external,7,1,801,800,14245,0.04446004993757803,35.56803995006242,0.05268644107486487,True,2.1707604166666665,3.0,801,1.0,5,0.00625,8.047610954021744e-08,5,261,605,800,401,4757,2577,4439,2071,1,16,14,759,2,8,1,434,413,471,420,800,12,"7,11,13"
nominal,7,2,801,800,14076,0.04393258426966292,35.146067415730336,0.05144929426111831,True,2.18884375,3.0,801,1.0,6,0.0075,8.451737139313427e-07,6,262,606,800,394,4733,2555,4396,1998,1,16,14,759,2,8,1,447,406,456,412,800,12,"7,11,13"
degraded_ego,7,2,801,800,14112,0.04404494382022472,35.235955056179776,0.05096675925034756,True,2.1882395833333335,3.0,801,1.0,8,0.01,2.6677948778634523e-06,8,264,608,800,383,4851,2485,4434,1959,1,16,14,759,2,8,1,446,438,427,429,800,12,"7,11,13"
ambiguous_local_context,7,2,801,800,14226,0.04440074906367041,35.52059925093633,0.05165741259132013,True,2.1807291666666666,3.0,801,1.0,8,0.01,2.0036215118690706e-06,8,264,608,800,398,4899,2565,4407,1957,1,16,14,759,2,8,1,438,409,460,429,800,12,"7,11,13"
noisy_untrusted_external,7,2,801,800,14161,0.044197877652933835,35.35830212234707,0.05117070783214013,True,2.1880208333333333,3.0,801,1.0,8,0.01,2.103653600754253e-06,8,264,608,800,417,4721,2561,4504,1958,1,16,14,759,2,8,1,427,421,442,403,800,12,"7,11,13"
nominal,7,3,801,800,14155,0.04417915106117353,35.34332084893882,0.051569205958899376,True,2.1794895833333334,3.0,801,1.0,6,0.0075,3.4361777723570564e-07,6,262,606,800,405,4764,2608,4391,1987,1,16,14,759,2,8,1,448,439,446,428,800,12,"7,11,13"
degraded_ego,7,3,801,800,14202,0.04432584269662922,35.46067415730337,0.05216896087046912,True,2.1697291666666665,3.0,801,1.0,7,0.00875,1.7473292242424235e-06,7,263,607,800,424,4816,2584,4405,1973,1,16,14,759,2,8,1,430,421,451,419,800,12,"7,11,13"
